GP_VC,JFMC_Name,Area_Hect,District,Forest_Sub,Range,Beat,GP_VC_Name,Year,Very High Degradation (<10%) (ha),High Degradation (10%-40%) (ha),Moderate Degradation (40%-70%) (ha),Low Degradation (>70%) (ha),Total_FDS_Area (ha)
Gram Panchayet,Newlife,404.453588489,Gomati,Amarpur,Killa,Nitya Bazar,Debbari,2024,12.45,41.52,52.64,121.18,227.79
Village Council,Tuichakma,1369.39587677,Dhalai,Gandacherra,Gonda Twisa,Tuichakma,Tuichakma,2024,90.65,210.13,188.93,248.2,737.91
Village Council,Sangranma EDC,564.976198781,Dhalai,Gandacherra,Gonda Twisa,Dhalajari,Ramnagar,2024,31.65,104.4,91.91,137.27,365.23
Village Council,Beledi EDC,1637.86754538,Dhalai,Gandacherra,Gonda Twisa,Dhalajari,Nakyachara,2024,143.41,232.0,123.13,226.79,725.33
Village Council,Kamalai,446.579247994,Gomati,Amarpur,Ampi,Chechua,Lalgiri,2024,24.57,91.29,78.31,98.96,293.13
Village Council,Bankarai Para,1537.91756356,Gomati,Amarpur,Amarpur,Bampur,Gungia,2024,37.71,125.39,143.17,493.87,800.14
Village Council,Sukmohan JFMC (e Beat),1533.31558346,Gomati,Udaipur,Killa,Nitya Bazar,Dewanbari,2024,104.74,247.91,206.39,375.11,934.15
Village Council,Uttar Thakurcherra,784.793738606,Dhalai,Gandacherra,Gonda Twisa,Tuichakma,Pancharatan,2024,44.23,150.52,130.63,129.96,455.34
Village Council,Ranipukur EDC,1044.58660753,Dhalai,Gandacherra,Gonda Twisa,Rani Pukur,Ranir Pukur,2024,106.0,204.52,170.83,188.06,669.41
Gram Panchayet,Puskini,1252.60892601,Gomati,Amarpur,Killa,Uttar Baramura,Bampur,2024,167.83,308.9,161.16,267.85,905.74
Village Council,Chhankhola,981.427272311,Gomati,Udaipur,Killa,Uttar Baramura,South Brajendra Nagar,2024,94.46,175.98,161.17,229.55,661.16
Village Council,Ramnagar EDC,1100.93826337,Dhalai,Gandacherra,Gonda Twisa,Dhalajari,Dhalajhari,2024,111.2,215.07,147.93,245.83,720.03
Village Council,Omlakbari,569.041694708,Gomati,Udaipur,Killa,Nitya Bazar,Noabari,2024,73.63,106.38,75.85,123.82,379.68
Village Council,Biswaram Para EDC,159.819158467,Dhalai,Gandacherra,Gonda Twisa,Dhalajari,Dhalajhari,2024,1.01,12.63,23.24,42.35,79.23
Village Council,Nagarai Bangsi,735.013897708,Gomati,Amarpur,Ampi,Chechua,South Sangang,2024,33.09,129.21,116.8,233.57,512.67
Village Council,Mach kumir EDC,653.566986486,Dhalai,Gandacherra,Gonda Twisa,Dhalajari,Dhalajhari,2024,142.0,175.41,83.23,79.74,480.38
Village Council,Kalajhari,2429.89047419,Gomati,Amarpur,Amarpur,Kalajhari,Gungia,2024,16.15,163.19,286.85,770.55,1236.74
Village Council,Hatimatha,281.115423049,Dhalai,Gandacherra,Gonda Twisa,Hatimatha,Tuichakma,2024,10.35,51.14,46.36,52.94,160.79
Village Council,Joychandra Para,644.176647335,Gomati,Amarpur,Amarpur,Sarbong,West Sarbong,2024,38.67,145.19,107.26,163.81,454.93
Village Council,North Sarma,826.505940311,Dhalai,Gandacherra,Gonda Twisa,Gonda Twisa,Narayan Pur,2024,40.66,166.07,157.38,124.34,488.45
Village Council,Laxmipur EDC,277.791337855,Dhalai,Gandacherra,Gonda Twisa,Gonda Twisa,Dhalajhari,2024,8.1,37.29,39.41,79.86,164.66
Village Council,Old Dalapati,1235.61875047,Dhalai,Gandacherra,Gonda Twisa,Hatimatha,Sarma,2024,30.9,133.97,201.81,265.75,632.43
Village Council,Mohankanta,1689.98615462,Gomati,Udaipur,Killa,Uttar Baramura,South Baramura,2024,34.34,174.03,217.26,499.63,925.26
Village Council,Sinsat,380.392529214,Gomati,Udaipur,Killa,Killa,Darjeeling,2024,7.97,47.16,74.63,104.96,234.72
Village Council,Thandachara,1124.8808031,Gomati,Udaipur,Killa,Khupilong,Kachigang,2024,63.27,214.43,233.04,213.51,724.25
Village Council,Salka,1667.3399919,Gomati,Amarpur,Ampi,Dhanlekha,Sonacherra,2024,95.98,335.64,294.74,505.27,1231.63
Village Council,Marua Colony,622.74700385,Gomati,Amarpur,Ampi,Chechua,South Sangang,2024,6.85,48.57,63.77,271.7,390.89
Village Council,Naharmabadal,1058.88519173,Gomati,Udaipur,Killa,Killa,Joyingbari,2024,47.43,146.48,160.6,342.51,697.02
Village Council,Chandrakumar EDC,1495.18798018,Dhalai,Gandacherra,Gonda Twisa,Dhalajari,Laxmipur,2024,106.32,219.51,189.45,345.88,861.16
Village Council,Atharabhola JFMC,496.808017671,Gomati,Udaipur,Killa,T.C Bari,Jalema,2024,34.56,132.17,96.03,57.14,319.9
Village Council,Thumbari,1274.37531363,Gomati,Udaipur,Killa,Killa,North Baramura,2024,24.04,128.5,157.18,414.52,724.24
Village Council,Haja Twisha,1493.50833705,Dhalai,Gandacherra,Gonda Twisa,Hatimatha,Dalapati,2024,18.19,131.85,233.4,363.31,746.75
Village Council,Ganda Twisa,3575.59010867,Gomati,Amarpur,Amarpur,Bampur,East Sarbong,2024,33.28,182.44,302.26,1206.38,1724.36
Village Council,Rangajhari EDC,643.266796865,Dhalai,Gandacherra,Gonda Twisa,Jagabandhupara,Chitrajhari,2024,19.97,91.05,86.22,157.45,354.69
Village Council,Kanankta Para,1994.00771791,Dhalai,Gandacherra,Gonda Twisa,Gonda Twisa,Uttar Gandacherra,2024,46.79,212.65,337.15,443.53,1040.12
Village Council,Longdhor,529.550897599,Gomati,Udaipur,Killa,Khupilong,Bagma,2024,46.17,131.51,124.42,63.58,365.68
Village Council,Ha Khamber,1676.57092761,Dhalai,Gandacherra,Gonda Twisa,Hatimatha,Kalyansing,2024,21.63,180.12,278.92,348.8,829.47
Village Council,Tangpaiya,4038.91704244,Gomati,Amarpur,Ampi,Ekjamchara,Ekjancherra,2024,70.26,290.69,383.6,1338.66,2083.21
Village Council,Serthum,588.342322225,Gomati,Amarpur,Ampi,Ampi,North Sangang,2024,11.79,58.24,96.62,206.84,373.49
Village Council,Jari Milre EDC,479.129054769,Dhalai,Gandacherra,Gonda Twisa,Jagabandhupara,Chitrajhari,2024,12.31,68.81,80.41,127.56,289.09
Village Council,Karna kishore,843.573821707,Dhalai,Gandacherra,Gonda Twisa,Hatimatha,Bhagirath,2024,2.72,60.97,122.25,195.52,381.46
Village Council,Kunarampara,431.406134638,Gomati,Amarpur,Ampi,Ekjamchara,Melchi,2024,24.11,82.24,71.63,125.12,303.1
Village Council,Temtui Kami,1542.28926988,Gomati,Amarpur,Ampi,Ampi,Chechua,2024,114.43,286.5,237.99,448.12,1087.04
Village Council,Mohannya Para,830.55952729,Dhalai,Gandacherra,Gonda Twisa,Bhagirath Para,Bhagirath,2024,3.38,43.23,104.16,210.24,361.01
Village Council,Manthar,2448.32327165,Gomati,Udaipur,Killa,Killa,North Brajendra Nagar,2024,85.54,339.94,393.85,686.1,1505.43
Village Council,Hojagiri,236.027566788,Dhalai,Gandacherra,Gonda Twisa,Jagabandhupara,Chitrajhari,2024,2.09,25.14,36.87,62.57,126.67
Village Council,New Boncher,741.980581738,Gomati,Amarpur,Ampi,Ampi,Baishyamani,2024,7.18,47.84,106.0,319.3,480.32
Village Council,Atharamura,878.17251714,Gomati,Amarpur,Ampi,Ekjanchara,Gamaicherra,2024,36.47,108.19,115.29,261.78,521.73
Village Council,Lailak,1955.89556295,Gomati,Udaipur,Killa,T.C Bari,North Baramura,2024,9.76,115.1,200.92,635.62,961.4
Village Council,Nelsi,572.938042447,Gomati,Amarpur,Ampi,Ampi,Ompinagar,2024,77.27,146.55,85.52,140.79,450.13
Village Council,Dalirai EDC,629.211105796,Dhalai,Gandacherra,Gonda Twisa,Jagabandhupara,Jagabandhupara,2024,6.83,54.11,98.53,147.96,307.43
Village Council,20 Kilo,1421.68418844,Gomati,Amarpur,Ampi,Dhanlekha,Gamaicherra,2024,2.99,48.04,119.33,566.57,736.93
Village Council,Balong Hamkrai Bodal EDC,838.229304652,Dhalai,Gandacherra,Gonda Twisa,Jagabandhupara,Jagabandhupara,2024,24.99,121.24,146.87,228.44,521.54
Village Council,Girachandra Para JFMC,1164.76782806,Dhalai,Gandacherra,Gonda Twisa,Hatimatha,Bhagirath,2024,12.33,113.43,193.34,231.79,550.89
Village Council,Nabakumar Para,706.868391588,Dhalai,Ambassa,Gonda Twisa,Bhagirath Para,Siddha Para,2024,2.39,42.47,105.03,166.47,316.36
Village Council,Salka,1142.3686874,Gomati,Amarpur,Amarpur,Sarbong,Haripur,2024,80.92,177.3,148.75,356.7,763.67
Village Council,Lungthang,1176.68077564,Gomati,Amarpur,Ampi,Dhanlekha,Toidudhepa,2024,43.06,155.15,170.32,392.76,761.29
Village Council,Ruhida & Rajaram,1001.25996196,Gomati,Amarpur,Ampi,Chankhala,East Taichalong,2024,18.97,87.13,113.23,338.07,557.4
Village Council,Agachaimarua,1831.60294938,Gomati,Udaipur,Killa,T.C Bari,North Baramura,2024,9.66,83.97,181.9,591.36,866.89
Village Council,Punlonga,518.544435583,Gomati,Amarpur,Ampi,Taidu,Taidu,2024,34.48,110.73,83.79,175.67,404.67
Village Council,Ramthwk,596.327238508,Gomati,Amarpur,Ampi,Chankhala,West Taichhlong,2024,31.23,85.23,66.84,231.74,415.04
Village Council,Athukrai,317.868260926,Dhalai,Ambassa,Ganganagar,Ganganagar,Radharambari,2024,4.2,34.72,50.36,77.59,166.87
Village Council,Yakbaksa,788.462383816,Dhalai,Ambassa,Ganganagar,Ganganagar,Ganganagar,2024,11.33,66.58,133.1,189.12,400.13
Village Council,Harung Para,1368.11003648,Gomati,Amarpur,Ampi,Chankhala,Jambukcherra,2024,94.16,231.21,189.99,388.73,904.09
Village Council,Y-Ghati,1635.05976157,Gomati,Amarpur,Killa,T.C Bari,Palku,2024,18.84,104.46,161.1,581.66,866.06
Village Council,Batapara,3745.07682631,Gomati,Amarpur,Ampi,Chankhala,Ompicherra,2024,32.08,201.34,330.4,1404.72,1968.54
Village Council,Sisathai,514.241629853,Dhalai,Ambassa,Ganganagar,Karnamanipara,Ganganagar,2024,1.06,30.15,87.06,137.97,256.24
Village Council,Lungfung,1881.54096483,Gomati,Amarpur,Ampi,Taidu,North Toidu,2024,93.84,302.32,298.26,661.96,1356.38
Village Council,Nithok,652.387964658,Dhalai,Ambassa,Ganganagar,Ganganagar,Ganganagar,2024,25.97,100.2,111.01,161.63,398.81
Village Council,Salpaha,1158.13871714,Dhalai,Ambassa,Ganganagar,Karmapara,Karma Para,2024,9.86,71.1,123.07,325.3,529.33
Village Council,Karasmai,1421.65324712,Dhalai,Ambassa,Ganganagar,Ganganagar,Ganganagar,2024,19.13,119.29,166.96,393.93,699.31
Village Council,Tongthai,2842.31808744,Dhalai,Ambassa,Ganganagar,Karnamanipara,Tetaiya,2024,11.39,166.28,503.04,535.48,1216.19
Village Council,Khumber,1493.3623,Dhalai,Ambassa,Gonda Twisa,Ganganagar,Karanmani Para,2024,3.94,74.16,252.94,382.72,713.76
Village Council,Chaskhang,1573.75377408,Dhalai,Ambassa,Ganganagar,Karnamanipara,Gurudhan Para,2024,14.53,142.57,310.48,328.76,796.34
Village Council,Tuiyari,1186.53377723,Dhalai,Ambassa,Ganganagar,Karnamanipara,Gurudhan Para,2024,6.07,90.07,202.61,325.75,624.5
Village Council,Hamiyakma,1139.69679265,Dhalai,Ambassa,Ganganagar,Karmapara,Karma Para,2024,18.77,84.76,132.36,340.36,576.25
Village Council,LamKaham,1467.63399723,Dhalai,Ambassa,Ganganagar,Karnamanipara,Karanmani Para,2024,33.34,172.19,232.8,342.06,780.39
Village Council,Khasrang,1895.74790361,Dhalai,Ambassa,Ganganagar,Karnamanipara,Karanmani Para,2024,23.27,122.48,341.21,439.28,926.24
Gram Panchayet,Balipara,51.3958995764,South Tripura,Sabroom,Satchand,Betaga,Indiranagar,2025,7.42,17.98,6.71,3.97,36.08
Gram Panchayet,Nathurampara,404.819844884,South Tripura,Sabroom,Srinagar,Amlighat,Amlighat,2025,34.81,114.41,67.31,48.25,264.78
Village Council,Herbatali,906.827718162,South Tripura,Belonia,Satchand,Betaga,Harbatali,2025,62.48,231.14,168.23,95.31,557.16
Village Council,Bhangamura,1082.58244613,South Tripura,Belonia,Srinagar,Amlighat,Harbatali,2025,20.33,202.67,218.44,144.81,586.25
Village Council,Mandalipara,376.43932684,South Tripura,Sabroom,Satchand,Betaga,Ratanmani,2025,18.17,99.83,68.9,35.33,222.23
Gram Panchayet,Srinagar,484.922792835,South Tripura,Sabroom,Srinagar,Srinagar,Srinagar,2025,68.46,136.75,101.52,48.36,355.09
Village Council,Dulakchari,473.804181204,South Tripura,Sabroom,Srinagar,Amlighat,Ratanmani,2025,6.56,75.16,92.4,70.5,244.62
Gram Panchayet,Pongbari Kanalbari,440.919005037,South Tripura,Sabroom,Srinagar,Srinagar,Subashnagar,2025,63.94,137.32,77.04,44.09,322.39
Village Council,Khumchari,571.43460311,South Tripura,Sabroom,Srinagar,Srinagar,Dasharath Nagar,2025,12.12,132.47,115.78,102.97,363.34
Village Council,Uttar Betaga,909.238935141,South Tripura,Belonia,Satchand,Betaga,Betaga,2025,30.14,195.03,209.39,93.74,528.3
Village Council,South Baisnabpur,783.786813016,South Tripura,Sabroom,Bankul,Baisnabpur,East Ludhuya,2025,29.14,181.99,158.56,87.05,456.74
Village Council,Joy Sing Bari,1079.85474589,South Tripura,Sabroom,Srinagar,Shankartilla,West Takkatulshi,2025,8.89,152.04,220.47,164.97,546.37
Village Council,Kaladhepa,371.514278694,South Tripura,Sabroom,Satchand,Manubazar,Kaladhepa,2025,28.04,104.88,75.16,38.09,246.17
Village Council,Dakshin Bijoypur,606.200783885,South Tripura,Sabroom,Bankul,Baisnabpur,East Ludhuya,2025,13.97,132.02,109.27,59.48,314.74
Village Council,Gagrabosti,720.781687775,South Tripura,Sabroom,Bankul,Baisnabpur,Baishnabpur,2025,55.56,182.73,114.13,60.29,412.71
Gram Panchayet,Madhupara,625.815532408,South Tripura,Sabroom,Srinagar,Shankartilla,Rajnagar,2025,5.26,81.56,107.87,144.59,339.28
Village Council,Phulchari,186.967252257,South Tripura,Sabroom,Satchand,Manubazar,North Kaladhepa,2025,11.57,58.45,36.33,15.21,121.56
Village Council,Ramchanpara,2353.09572343,South Tripura,Sabroom,Srinagar,Shankartilla,East Tekka Tulshi R.F,2025,35.58,399.52,452.08,350.49,1237.67
Village Council,Salka,1057.32737303,South Tripura,Sabroom,Bankul,Magroom,Magroom,2025,24.81,168.98,205.57,142.88,542.24
Village Council,Mawchang,1020.3075696,South Tripura,Sabroom,Bankul,Magroom,East Sabroom,2025,24.28,168.56,185.87,131.02,509.73
Gram Panchayet,Joypur,885.80361316,South Tripura,Belonia,Hrishyamukh,Nalua,Krishnanagar,2025,107.4,316.82,132.64,83.4,640.26
Village Council,Naya Bari,739.9747893,South Tripura,Belonia,Hrishyamukh,Nalua,Kailash Nagar,2025,5.31,93.88,126.11,150.54,375.84
Village Council,Lama Kahum,1077.67320808,South Tripura,Belonia,Hrishyamukh,Nalua,Kailash Nagar,2025,6.74,114.87,175.28,257.41,554.3
Gram Panchayet,Krishnanagar,681.827080141,South Tripura,Belonia,Hrishyamukh,Nalua,Haripur,2025,76.73,236.29,110.53,83.15,506.7
Village Council,Manoranjanpara,776.811393393,South Tripura,Sabroom,Bankul,Magroom,East Sabroom,2025,10.0,123.71,158.7,105.44,397.85
Village Council,Brinda Kishore Roaja Para,1544.6498855,South Tripura,Sabroom,Bankul,Bankul,Bishnupur,2025,36.76,305.74,291.89,179.75,814.14
Gram Panchayet,Malambari,941.44723087,South Tripura,Belonia,Hrishyamukh,Malambari,Hrishyamukh,2025,105.37,316.78,187.49,117.17,726.81
Village Council,Ananda Kumar,413.728472093,South Tripura,Sabroom,Satchand,Bhuratali,Gardang,2025,12.79,125.61,96.51,56.92,291.83
Village Council,Chota Sakbari,347.640035295,South Tripura,Sabroom,Satchand,Bhuratali,Gardang,2025,17.42,90.62,73.61,48.81,230.46
Village Council,Maa Bankumai,1965.79397961,South Tripura,Belonia,Hrishyamukh,Hrishyamukh,Dhananjoy Nagar,2025,13.31,223.26,325.88,498.68,1061.13
Village Council,Chati,608.126203007,South Tripura,Sabroom,Satchand,Bhuratali,North Taichima,2025,17.73,144.68,122.39,73.69,358.49
Gram Panchayet,Bhatubari,1539.28003877,South Tripura,Belonia,Hrishyamukh,Motai,Debipur,2025,138.39,443.34,399.4,230.23,1211.36
Village Council,Khakaham,709.415068979,South Tripura,Belonia,Kakulia,Manirambari,Manirampur,2025,18.85,166.44,151.52,137.91,474.72
Village Council,South Hichachara,1035.42012358,South Tripura,Santirbazar,Kakulia,Abhanga,Ramraibari,2025,51.45,280.79,226.54,162.94,721.72
Village Council,Thansha,687.607953157,South Tripura,Belonia,Kakulia,Manirambari,Shibpur,2025,5.1,93.78,112.93,197.98,409.79
Village Council,Sachirambari,1705.56944018,South Tripura,Santirbazar,Kakulia,Abhanga,South Hichacherra,2025,59.11,555.47,330.65,145.13,1090.36
Village Council,Hakchal,775.586408288,South Tripura,Santirbazar,Kakulia,Srikantabari,Abangchara,2025,19.24,221.14,146.51,92.18,479.07
Gram Panchayet,Madhya Pilak,758.484846032,South Tripura,Santirbazar,Kakulia,Abhanga,South Jolaibari,2025,28.06,167.22,178.36,103.81,477.45
Village Council,Mohininagar,795.769978331,South Tripura,Belonia,Hrishyamukh,Motai,Mohini Nagar,2025,10.72,121.2,142.13,246.94,520.99
Gram Panchayet,Joykatpur,733.815354216,South Tripura,Belonia,Hrishyamukh,Motai,Baspadua,2025,59.3,228.08,216.38,109.05,612.81
Village Council,Khorangbaksha,1148.00517798,South Tripura,Belonia,Kakulia,Manirambari,Shibpur,2025,93.25,309.38,237.75,179.38,819.76
Village Council,Pohar,1602.85924483,South Tripura,Santirbazar,Kakulia,Srikantabari,Tuirbhuma Kowaifung,2025,9.1,211.62,288.32,257.76,766.8
Gram Panchayet,Kathalia,1385.90510724,South Tripura,Santirbazar,Kakulia,Muhuripur,Muhuripur,2025,156.3,427.86,263.33,309.39,1156.88
Village Council,Ambuchai,592.837673005,South Tripura,Belonia,Hrishyamukh,Ratanpur,Ratanpur,2025,36.37,166.28,136.9,112.59,452.14
Gram Panchayet,Khunati,1442.23013254,South Tripura,Santirbazar,Kakulia,Kakulia,Muhuripur R.F.,2025,164.02,317.63,239.04,262.83,983.52
Gram Panchayet,Kasta Kumar Para,1104.2153466,South Tripura,Santirbazar,Kakulia,Srikantabari,North Jolaibari,2025,46.86,247.81,219.57,157.96,672.2
Gram Panchayet,Sakyamuni,752.264378597,South Tripura,Santirbazar,Kakulia,Kakulia,Latua Tilla,2025,38.21,225.19,193.77,159.41,616.58
Gram Panchayet,Gaburchara,341.116399955,South Tripura,Belonia,Hrishyamukh,Ratanpur,North Sarashima,2025,44.56,112.48,61.54,49.65,268.23
Village Council,Sanghati,893.876368877,South Tripura,Belonia,Hrishyamukh,Ratanpur,Gaburcherra,2025,58.52,244.46,229.99,176.96,709.93
Village Council,Khumthaima,615.063500273,South Tripura,Santirbazar,Kakulia,Kalashi,Kalshimukh,2025,10.03,91.63,107.39,108.3,317.35
Village Council,Twisawatalok,862.388207809,South Tripura,Santirbazar,Kakulia,Kalashi,Kalshimukh,2025,30.45,140.47,178.29,179.84,529.05
Village Council,Vaktiram,422.330906142,South Tripura,Santirbazar,Bagafa,Laxmicherra,Baikhora,2025,11.31,46.99,78.79,98.82,235.91
Gram Panchayet,Swrangdi,1433.46054891,South Tripura,Belonia,Bagafa,Santirbazar,Gardhang,2025,114.35,523.28,290.13,218.93,1146.69
Village Council,Yakalam,1633.77252567,South Tripura,Santirbazar,Bagafa,Laxmicherra,Laxmicherra,2025,44.28,273.55,266.61,361.29,945.73
,Raikalam,247.275454696,South Tripura,Santirbazar,Bagafa,Bagafa,,2025,6.09,33.22,38.85,55.01,133.17
Village Council,Laxmicherra,1842.4554739,South Tripura,Santirbazar,Bagafa,Laxmicherra,Laxmicherra,2025,12.46,196.75,306.67,327.08,842.96
Village Council,Pragati,402.764040818,South Tripura,Santirbazar,Bagafa,Santirbazar,Kathaliacherra,2025,21.38,72.8,70.45,124.32,288.95
Village Council,Rabithakur,658.744148845,Sepahijala,Sonamura,Kathalai,Kathalai,Manaipathar,2025,78.92,211.41,131.56,56.7,478.59
Village Council,Agragati,1325.87281894,South Tripura,Santirbazar,Bagafa,Bagafa,Madhya Kathalia,2025,23.06,183.93,205.39,336.53,748.91
Gram Panchayet,Maitry,509.009811421,Sepahijala,Sonamura,Kathalai,Jatrapur,South Maheshpur,2025,49.81,178.15,114.02,76.84,418.82
Village Council,Twisawaklou,761.369388166,South Tripura,Santirbazar,Bagafa,Patichari,Rajapur,2025,50.96,214.92,239.59,99.28,604.75
Village Council,Taj,888.612506686,South Tripura,Santirbazar,Bagafa,Manpathar,South Takmachara,2025,53.08,222.21,199.31,201.64,676.24
Village Council,Twichoma,408.782866957,South Tripura,Santirbazar,Bagafa,Bagafa,Kathaliacherra,2025,15.91,103.95,86.53,103.95,310.34
Village Council,Paribartan,1214.43749487,South Tripura,Belonia,Bagafa,Bagafa,Debipur,2025,2.46,77.65,178.86,320.43,579.4
Gram Panchayet,Sanghati,999.114289477,Sepahijala,Sonamura,Kathalai,Kathalai,Kathalia,2025,90.97,337.01,225.28,103.16,756.42
Gram Panchayet,Banakalayan,560.090779087,Sepahijala,Sonamura,Kathalai,Masima,Nirvoypur,2025,61.04,235.89,138.1,29.7,464.73
Village Council,Kokbang Motha,438.549315413,South Tripura,Santirbazar,Bagafa,Devipur,Kathaliacherra,2025,10.17,58.61,64.24,127.39,260.41
Village Council,Valasa,776.451286667,South Tripura,Santirbazar,Bagafa,Manpathar,South Takmachara,2025,53.09,186.15,172.72,155.46,567.42
Gram Panchayet,MBBKM,502.520168767,Sepahijala,Sonamura,Kathalai,Masima,Jatrapur,2025,76.52,218.97,65.04,20.25,380.78
Village Council,Patichari,1377.00627167,South Tripura,Santirbazar,Bagafa,Patichari,Patichhari,2025,90.25,422.51,427.19,228.51,1168.46
Village Council,Kamihumkrai,1231.93858827,South Tripura,Santirbazar,Bagafa,Devipur,South Takmachara,2025,36.39,201.16,231.82,272.63,742.0
Village Council,Takma,1823.70062033,South Tripura,Belonia,Bagafa,Manpathar,Takmacherra,2025,94.4,455.0,451.04,327.93,1328.37
Village Council,Yaprikta,1758.70186956,South Tripura,Belonia,Bagafa,Devipur,Debipur,2025,14.46,187.33,295.91,433.75,931.45
Village Council,Sabujdeep,1349.79597252,Sepahijala,Sonamura,Kathalai,Jatrapur,Dasarath Bari,2025,27.24,327.57,520.04,214.67,1089.52
Village Council,Sonapur,477.951873531,Sepahijala,Sonamura,Kathalai,Dhanpur,Kalikhola,2025,40.8,202.74,115.54,29.39,388.47
,Janakalyan,488.747277659,Sepahijala,Sonamura,Melaghar,Kalakhet,,2025,43.3,174.97,169.99,44.94,433.2
,Agragami,508.719874497,Sepahijala,Sonamura,Melaghar,Kalakhet,,2025,84.67,210.67,102.63,32.54,430.51
Gram Panchayet,Harichand Humkrai,576.980486944,Sepahijala,Sonamura,Melaghar,Induria,Baniachara,2025,18.41,187.43,225.07,68.87,499.78
Village Council,Chandulkami,1048.45460114,Sepahijala,Sonamura,Melaghar,Induria,Chandul,2025,59.66,302.52,350.6,159.44,872.22
Gram Panchayet,Indra Kumar Para,634.393480741,Sepahijala,Sonamura,Melaghar,Bairagibazar,Bejimara,2025,92.57,226.49,118.72,60.92,498.7
,Ramapadapara,122.991213557,Sepahijala,Sonamura,Melaghar,Sonamara,,2025,12.91,47.56,25.03,9.86,95.36
Gram Panchayet,Matinagar,1617.82966655,Sepahijala,Sonamura,Boxanagar,Matinagar,Matinagar,2025,172.35,608.46,400.16,88.27,1269.24
Village Council,Panchnaliya,647.303111942,Sepahijala,Sonamura,Boxanagar,Matinagar,Dhanirampur,2025,20.06,200.79,208.73,92.44,522.02
Gram Panchayet,Kamalnagar,627.091768573,Sepahijala,Sonamura,Boxanagar,Kamalnagar,Kamalnagar,2025,86.34,227.33,134.67,33.15,481.49
Village Council,Bijoynagar,874.579267008,Sepahijala,Sonamura,Boxanagar,Kamalnagar,Bijoynagar,2025,31.38,282.21,228.7,91.44,633.73
Gram Panchayet,South Kalamchowra,656.865334562,Sepahijala,Sonamura,Boxanagar,Kalamchowra,South Kalamchora,2025,80.06,262.1,106.59,35.43,484.18
Gram Panchayet,North Kalamchowra,533.959137835,Sepahijala,Sonamura,Boxanagar,Kalamchowra,South Kalamchora,2025,67.7,220.61,73.56,21.72,383.59
